Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Greater Accra,Accra Metropolitan,Opec Clinic (Teshie Health Centre) ,Clinic,Teshie,Government,5.6021,-0.11996
Greater Accra,Accra Metropolitan,Nyameadom Maternity Clinic,Maternity Home,Dansoman (before sahara),Private,5.55206,-0.26433
Greater Accra,Ga West,Obom Health Centre,Health Centre,Obom,Government,5.7357,-0.43973999999999996
Greater Accra,Ga West,Oduman Health Centre,Health Centre,Oduman,Government,5.64171,-0.33028
Greater Accra,Accra Metropolitan,Okai Koi Sub Metro Health Directorate,District Health Directorate,Kaneshie,Government,5.57442,-0.23081999999999997
Greater Accra,Dangme West,Old Ningo Health Centre (Present site),Health Centre,Old Ningo,Government ,5.7516099999999994,0.18647
Greater Accra,Dangme West,Old Ningo Health Centre (New site),Health Centre,Old Ningo,Government ,,
Greater Accra,Dangme West,Osuwem Community Based Clinic (Old site),Clinic,Osuwem,Government,6.0366599999999995,0.17579
Greater Accra,Tema Metropolitan,Oyibi Health Centre,Health Centre,Oyibi,Private,5.80615,-0.10772999999999999
Greater Accra,Tema Metropolitan,Oyoko Clinic,Clinic,Adenta Estate,Private,5.70397,-0.15236
Greater Accra,Ga East,Pantang Hospital,Hospital,Pantang ,Government,5.71511,-0.18802
Greater Accra,Ga East,Pantang Nurses Training College,Training Institution,Pantang,Government,5.71554,-0.18749000000000002
Greater Accra,Accra Metropolitan,Parliament Clinic,Clinic,Osu,Government,5.55668,-0.19011
Greater Accra,Accra Metropolitan,Peace Clinic,Clinic,Mataheko,Private,5.59595,-0.24739
Greater Accra,Dangme East,Pediator Kope Health Centre,Health Centre,Pediator Kope ,Government,5.822019999999999,0.62849
Greater Accra,Accra Metropolitan,Peoga Maternity Home,Maternity Home,Nungua,Private,5.6189,-0.08294
Greater Accra,Accra Metropolitan,PML Hospital,Hospital,Paladium,Government,5.5446,-0.21302
Greater Accra,Accra Metropolitan,Police Hospital,Hospital,Cantoments,Quasi-Government,5.56835,-0.18145
Greater Accra,Accra Metropolitan,PPAG Clinic,Clinic,Lartebiokoshie,NGO,5.55042,-0.24156
Greater Accra,Dangme West,PPAG Dodowa,Clinic,Dodowa,NGO,5.8809,-0.10712999999999999
Greater Accra,Dangme West,Prampram Health Centre,Health Centre,Prampram,Government,5.71177,0.11002
Greater Accra,Tema Metropolitan,Prilway Specialist Clinic & Labolatory,Clinic,Baba Yara (Madina),Private,5.68551,-0.1571
Greater Accra,Accra Metropolitan,Prince of Peace Maternity Home & Clinic,Maternity Home,Fadama,Private,5.59935,-0.24461999999999998
Greater Accra,Accra Metropolitan,Queen's Medical Centre,Hospital,Kokomlemle,Private,5.57571,-0.20761999999999997
Greater Accra,Tema Metropolitan,St Peter's Clinic,Clinic,Tema Community 4,Private,5.6586,-0.0052
Greater Accra,Accra Metropolitan,Sunrise Clinic,Clinic,Kaneshie (near mkt),Private,5.56811,-0.24051
Greater Accra,Accra Metropolitan,Tooth Home Clinic,Clinic,Nima (near Police station),Private,5.57506,-0.20084000000000002
Greater Accra,Tema Metropolitan,St Minas Clinic,Clinic,Ashaima ,Private,5.69411,-0.0279
Greater Accra,Ga East,Taifa Medical Centre,Hospital,Taifa,Private,5.6576,-0.25345
Greater Accra,Accra Metropolitan,Purswani Memorial Clinic,Clinic,Asylum Down,Private,5.569319999999999,-0.20479
Greater Accra,Tema Metropolitan,RCI Mission Clinic,Clinic,Amrahia,CHAG,5.76845,-0.14182
Greater Accra,Accra Metropolitan,St Louis Memorial Clinic,Clinic,Nima,Private,5.58289,-0.20117000000000002
Greater Accra,Tema Metropolitan,Tema Naval Base Clinic,Clinic,Tema New Town,Quasi-Government,5.64838,0.02257
Greater Accra,Tema Metropolitan,Universal Bethesda Clinic,Clinic,Ashalebotwe,Private,5.6856,-0.13769
Greater Accra,Accra Metropolitan,Korle-Bu School of Hygiene,Training Institution,Korle-Bu,Government,5.53823,-0.2329
Greater Accra,Tema Metropolitan,St Florence Clinic,Clinic,Ashaiman,Private,5.68808,-0.03285
Greater Accra,Tema Metropolitan,St Mary's Maternity Home,Maternity Home,Tema Community 7,Private,5.65991,-0.012440000000000001
Greater Accra,Accra Metropolitan,Ussher Polyclinic,Polyclinic,James Town,Government,5.54038,-0.21294000000000002
Greater Accra,Tema Metropolitan,Provita Specialist Hospital,Hospital,Tema Community 6,Private,5.65216,-0.0198
Greater Accra,Accra Metropolitan,Rabito Clinic,Clinic,Osu,Private,5.5654900000000005,-0.18028
Greater Accra,Tema Metropolitan,Rabito Clinic,Clinic,Tema Community 2,Private,5.6288,-0.01819
Greater Accra,Tema Metropolitan,Raphel Clinic (Old site),Clinic,Tema Community 1,Private,5.64655,-0.00772
Greater Accra,Tema Metropolitan,Raphel Clinc (New Site),clinic,Tema Community 10,Private,,
Greater Accra,Tema Metropolitan,Raphel Medical Centre,Health Centre,,Private,5.64655,-0.00772
Greater Accra,Tema Metropolitan,RCI Mission Clinic,Clinic,Amrahia,CHAG,5.76845,-0.14182
Greater Accra,Ga West,Redeemer's Mission Clinic,Clinic,Pokuase,CHAG,5.68863,-0.28584
Greater Accra,Accra Metropolitan,Rehoboth Maternity Home (formerly Mother Mary Maternity Home),Maternity Home,Darkuman,Private,5.58754,-0.25108
Greater Accra,Accra Metropolitan,Richmond Clinic,Clinic,Zongo (near night mkt),Private,5.55509,-0.23564000000000002
Greater Accra,Accra Metropolitan,Ridge Hospital,Hospital,Ridge,Government,5.56238,-0.1987
Greater Accra,Tema Metropolitan,Robert Martin Memorial Clinic,Clinic,Ashalebotwe,Private,5.6790400000000005,-0.14148
Greater Accra,Accra Metropolitan,Rose Clinic,Clinic,Russia,Private,5.55656,-0.25719000000000003
Greater Accra,Accra Metropolitan,Rosina Memorial Clinic,Clinic,Abofu (Achimota),Private,5.61416,-0.2263
Greater Accra,Tema Metropolitan,Sab Dental Clinic,Clinic,Tema Community 2,Private,5.63467,-0.014159999999999999
Greater Accra,Tema Metropolitan,Sakumono Community Clinic,Hospital,Sakumano Estate,Private,5.622240000000001,-0.06281
Greater Accra,Accra Metropolitan,Salvation Army Urban Aid Clinic,Hospital,Maamobi (near market),CHAG,5.5947,-0.19169
Greater Accra,Ga West,Samala Clinic,Clinic,Mallam,Private,5.57728,-0.30004000000000003
Greater Accra,Accra Metropolitan,Sape Agbo Memorial Hospital,Hospital,New Town,Private,5.59232,-0.20804
Greater Accra,Ga West,Savans Clinic & Maternity Home,Clinic,Weija ,Private,5.5745,-0.33829000000000004
Greater Accra,Accra Metropolitan,Korle-Bu School of Medical Laboratory Technology,Training Institution,Korle-Bu,Government,5.53885,-0.22915
Greater Accra,Accra Metropolitan,Korle-Bu School of Radiology,Training Institution,Korle-Bu,Government,5.537640000000001,-0.22591
Greater Accra,Dangme East,Sege Health Centre,Health Centre,Sege ,Government,5.87531,0.36136999999999997
Greater Accra,Accra Metropolitan,Shwectzer Clinic,Clinic,Accra,Private,5.54502,-0.20823000000000003
Greater Accra,Accra Metropolitan,SIC Bob Freeman Clinic,Hospital,Adabraka (near Goil headoffice),Quasi-Government,5.55408,-0.20889000000000002
Greater Accra,Tema Metropolitan,SIC Bob Freeman Clinic,Hospital,Adabraka (near Goil headoffice),Quasi-Government,5.55408,-0.20889000000000002
Greater Accra,Tema Metropolitan,Sinel Specialist Hospital,Clinic,Tema Community 10,Private,5.65612,-0.01481
Greater Accra,Tema Metropolitan,Skin Clinic,Clinic,Tema Community 1,Private,5.651590000000001,-0.00502
Greater Accra,Tema Metropolitan,Solace Medical Certical Centre,Health Centre,Ashaiman Community 12,Private,5.67782,-0.029539999999999997
Greater Accra,Accra Metropolitan,Specialist Hospital & Family Planning Centre,Hospital,Dansoman (SSNIT flats),Private,5.5650699999999995,-0.27309
Greater Accra,Tema Metropolitan,SSNIT Clinic,Clinic,Tema Community 2,Quasi-Government,5.6333,-0.01261
Greater Accra,Dangme West,St Andrews Catholic Clinic,Clinic,Kordiabe,CHAG,5.92528,0.01798
Greater Accra,Accra Metropolitan,St Andrews Clinic,Clinic,Adabraka (near NCR Offices & cinema area),Private,5.55852,-0.21336999999999998
Greater Accra,Accra Metropolitan,St Andrews Clinic,Clinic,Roman Ridge,Private,,
Greater Accra,Tema Metropolitan,St Anthony's Clinic,Hospital,Tema Community 1,Private,5.64954,-0.00299
Greater Accra,Accra Metropolitan,St Bernard Eye Clinic,Clinic,Kokomlemle,Private,5.57409,-0.20761
Greater Accra,Tema Metropolitan,St Georges Family Clinic,Clinic,Adenta,Private,5.70263,-0.17056
Greater Accra,Accra Metropolitan,St Gloria's Clinic & Maternity Home,Clinic,Agege (Karikari area),Private,5.53191,-0.26233
Greater Accra,Tema Metropolitan,St John's Clinic,Clinic,Tema Manhean,Private,5.65665,0.02827
Greater Accra,Accra Metropolitan,St Luke's Clinic,Clinic,Airport residential area,Private,5.6144,-0.17776
Greater Accra,Accra Metropolitan,St Martin's Clinic,Clinic,Nima (near gutter ),Private,5.58812,-0.19819
Greater Accra,Accra Metropolitan,St Mathew's Clinic,Hospital,New Achimota (mile 7),Private,5.63286,-0.24056999999999998
Greater Accra,Accra Metropolitan,St Maurice Maternity Home,Maternity Home,La,Private,5.56542,-0.14468
Greater Accra,Tema Metropolitan,St Nicholas Hospital,Hospital,Tema Community 5,Private,5.64811,-0.01317
Greater Accra,Tema Metropolitan,Stadium Clinic,Clinic,Osu,Government,5.55119,-0.19382
Greater Accra,Ga West,Stand Firm Maternity Home,Maternity Home,Pokuase,Private,5.6944300000000005,-0.28026
Greater Accra,Ga East,Star Clinic,Clinic,Taifa,Private,5.66222,-0.24995
Greater Accra,Accra Metropolitan,Sulemana Memorial Hospital Ltd (formerly Islamic Foundation Clinic),Hospital,Maamobi,Private,5.59448,-0.19546
Greater Accra,Tema Metropolitan,Sulemana Memorial Hospital Ltd (formerly Islamic Foundation Clinic),Hospital,Maamobi,Private,5.59448,-0.19546
Greater Accra,Tema Metropolitan,Sunrise Clinic,Clinic,Kaneshie (near mkt),Private,5.56811,-0.24051
Greater Accra,Accra Metropolitan,Su-san Clinic,Clinic,Sukura,Private,5.55731,-0.24679
Greater Accra,Accra Metropolitan,Swan Clinic,Clinic,Adenta,Private,5.6896,-0.17322
Greater Accra,Tema Metropolitan,Swan Clinic,Clinic,Osu,Private,5.55438,-0.17184000000000002
Greater Accra,Tema Metropolitan,Swan Clinic,Clinic,Osu,Private,5.55438,-0.17184000000000002
Greater Accra,Tema Metropolitan,Swan Clinic,Clinic,Adenta,Private,5.6896,-0.17322
Greater Accra,Ga West,Taifa Station Clinic Annex (Theatre Only),Clinic,Taifa,Private,5.65709,-0.25137
Greater Accra,Accra Metropolitan,Tee's Maternity Home,Maternity Home,La,Private,5.571940000000001,-0.14955
Greater Accra,Tema Metropolitan,Tema Christian Eye Clinic,Clinic,Tema Community 1,Private,5.64565,-0.00911
Greater Accra,Tema Metropolitan,Tema Municipal Health Directorate,District Health Directorate,Tema Community 1,Government,5.6397900000000005,-0.00893
Greater Accra,Tema Metropolitan,Tema General Hospital,Hospital,Tema,Government,5.67387,-0.02496
Greater Accra,Tema Metropolitan,Tema Manhean Health Centre,Health Centre,Tema Manhean,Government,5.64783,0.02428
Greater Accra,Tema Metropolitan,Tema Oil Refinary Clinic,Clinic,Tema Heavy Industrial Town,Quasi-Government,5.66575,0.0057799999999999995
Greater Accra,Tema Metropolitan,Tema Polyclinic,Polyclinic,Tema Community 2,Government,5.63556,-0.006670000000000001
Greater Accra,Tema Metropolitan,Tema Women's Hospital,Hospital,Tema Community 10,Private,5.6656,-0.01902
Greater Accra,Accra Metropolitan,Teshie Community Clinic,Clinic,Teshie,Government,5.57696,-0.10644
Greater Accra,Tema Metropolitan,The Achimota Clinic,Clinic,Mile 7 (New Achimota),Government,5.6293,-0.24781
Greater Accra,Accra Metropolitan,The Clinic,Clinic,Zongo junction,Private,5.5575,-0.24081
Greater Accra,Accra Metropolitan,The Finger of God Maternity Home,Maternity Home,Teshie,Private,5.57678,-0.10985
Greater Accra,Tema Metropolitan,The Healing Star Clinic,Clinic,Tema,Private,5.69591,-0.01348
Greater Accra,Accra Metropolitan,The King & 1 Eye Clinic,Clinic,East Legon (before America house road),Private,5.64521,-0.15377000000000002
Greater Accra,Accra Metropolitan,The Oak Street Clinic,Clinic,Teshie/Nungua,Private,5.5906199999999995,-0.09922
Greater Accra,Accra Metropolitan,The Rock Hospital,Hospital,Odorkor,Private,5.58483,-0.2627
Greater Accra,Tema Metropolitan,The Tema Clinic (West End Specialist Clinic),Clinic,Tema Community 2,Private,5.62477,-0.01911
Greater Accra,Ga West,Trinity Clinic,Clinic,Santamaria,Private,5.6028,-0.3713
Greater Accra,Accra Metropolitan,Trust Hospital (SSNIT Hospital),Hospital,Osu,Quasi-Government,5.5624400000000005,-0.18174
Greater Accra,Accra Metropolitan,TUC Clinic,Clinic,Adabraka,government,5.5555,-0.20495
Greater Accra,Accra Metropolitan,Unicorn Memorial Clinic,Hospital,Teshie,Private,5.578180000000001,-0.11180999999999999
Greater Accra,Tema Metropolitan,Unilever Clinic,Clinic,Tema Fishing Habour,Private,5.64468,0.008870000000000001
Greater Accra,Accra Metropolitan,University Hospital (Legon Hospital),Hospital,Legon,Quasi-Government,5.65141,-0.17794000000000001
Greater Accra,Accra Metropolitan,University of Ghana Medical School,Training Institution,Korle-Bu,Government,5.53857,-0.22933
Greater Accra,Tema Metropolitan,Urban Health Centre,Clinic,Ashaiman Lebanon,Private,5.70798,-0.046130000000000004
Greater Accra,Tema Metropolitan,Valco Hospital,Hospital,Tema Heavy Industrial Town,Private,5.66886,0.03468
Greater Accra,Accra Metropolitan,Vicon Specialist Hospital / Mat home ,Hospital,Dansoman (Sahara),Private,5.5518,-0.26671
Greater Accra,Accra Metropolitan,Vic's Maternity Home,Maternity Home,New Town,Private,5.584219999999999,-0.20776
Greater Accra,Accra Metropolitan,Victor's Maternity & Child Health Clinic,Maternity Home,Bubuashie,Private,5.52873,-0.23365999999999998
Greater Accra,Tema Metropolitan,Voice of the Lord Maternity Home & Clinic,Clinic,Lashibi ,Private,5.66461,-0.04978
Greater Accra,Tema Metropolitan,Volta Clinic,Clinic,Nima,Private,5.58654,-0.19724
Greater Accra,Accra Metropolitan,VRA Clinic,Clinic,Osu,Quasi-Government,5.55437,-0.18078
Greater Accra,Ga East,We Care Medical centre,Clinic,Madina,Private,5.67844,-0.17432999999999998
Greater Accra,Tema Metropolitan,White Eagle Clinic,Clinic,Sakumano Estate,Private,5.6242,-0.06929
Greater Accra,Accra Metropolitan,White House Clinic,Clinic,Dansoman (Ebenezer rd),Private,5.5362,-0.26569
Greater Accra,Accra Metropolitan,Zoti Clinic,Clinic,Lartebiokorshie (opposite hope sch),Private,5.54648,-0.23049
Greater Accra,Accra Metropolitan,Memorial Clinic,Clinic,5th Bank Lane (Near Bank of Ghana),Private,,
Greater Accra,Accra Metropolitan,James Camp Borstral Clinic,Clinic,Roman Ridge,Quasi-Government,,
Greater Accra,Accra Metropolitan,Joana Clinic,Clinic,Kokomlemle,Private,,
Greater Accra,Accra Metropolitan,Twumasi-Waah Memorial Hospital,Hospital,East Legon (before America house road),Private,,
Greater Accra,Accra Metropolitan,Eye Link,Clinic,Abelenkpe,Private,,
Greater Accra,Accra Metropolitan,Save the Nation Sight,Clinic,Atraco,Private,,
Greater Accra,Accra Metropolitan,Family Health Ltd.,Hospital,Teshie,Private,,
Greater Accra,Accra Metropolitan,Dental Clinic,Clinic,Teshie/Nungua Estate (branch off at A-Life junction),Private,,
Greater Accra,Accra Metropolitan,North Labone Dental Clinic,Clinic,North Labone,Private,,
Greater Accra,Accra Metropolitan,S & S Medical Centre,Clinic,Labadi,Private,,
Greater Accra,Accra Metropolitan,Philips Clinic,Clinic,Airport,Private,,
Greater Accra,Accra Metropolitan,Teshie Health Assistants Training School,Training Institution,Teshie,Government,,
Greater Accra,Accra Metropolitan,C & J Medicare,Hospital,Tudu,Private,,
Greater Accra,Accra Metropolitan,Charisma Dental Clinic,Clinic,Osu (Oxford Street),Private,,
Greater Accra,Accra Metropolitan,Nuffield Clinic,Clinic,Osu RE,Private,,
Greater Accra,Accra Metropolitan,Executive Health Care Unit,Clinic,Ringway Estate (Angola Rd.),Private,,
Greater Accra,Accra Metropolitan,Spaes Dental Clinic,Clinic,Ringway Estate ,Private,,
Greater Accra,Accra Metropolitan,Ayifua Clinic,Clinic,Nyaniba Estate (Osu),Private,,
Greater Accra,Accra Metropolitan,Otoo Memorial Dental Clinic,Clinic,Adabraka (94 Kojo Thompson Rd. - Premises of Avenida Hotel),Private,,
Greater Accra,Accra Metropolitan,Family Clinic,Clinic,Adabraka,Private,,
Greater Accra,Accra Metropolitan,Civil Service Clinic,Clinic,Osu,Government,,
Greater Accra,Accra Metropolitan,Obenfo Hospital,Hospital,Mataheko,Private,,
Greater Accra,Accra Metropolitan,Hanson Medical Centre,Clinic,North Odorkor,Private,,
Greater Accra,Accra Metropolitan,Aroma Dental Clinic,Clinic,Zongo (near night market),Private,,
Greater Accra,Accra Metropolitan,Bethany Medical Centre,Clinic,Kaneshie,Private,,
Greater Accra,Accra Metropolitan,Lighthouse Mission ,Clinic,Tesano,Private,,
Greater Accra,Accra Metropolitan,Achimota Hospital,Hospital,Achimota,Government,,
Greater Accra,Accra Metropolitan,Fire Medical Centre,Clinic,James Town,Government,,
Greater Accra,Ga East,Madina Health Centre,Clinic,Madina (New Road),Government,,
Greater Accra,Ga East,Superior Medical Centre,Clinic,Dome,Private,,
Greater Accra,Ga East,Clements Clinic,Clinic,Dome (Near Petrol Station),Private,,
Greater Accra,Ga East,Pantang Health Assistants Training School,Training Institution,Pantang,Government,,
Greater Accra,Ga East,CMFR Clinic,Clinic,Hatso,Private,,
Greater Accra,Ga East,Dr Koranteng Dental Clinic,Clinic,Madina ,Private,,
Greater Accra,Ga East,African Moslem Clinic,Clinic,Madina,Private,,
Greater Accra,Ga East,Victoria Clinic,Clinic,Madina,Private,,
Greater Accra,Ga East,Leonard Clinic,Clinic,Madina,Private,,
Greater Accra,Ga East,Van Medical Centre,Hospital,Ashongman,Private,,
Greater Accra,Ga East,Passion Clinic,Clinic,Ogbojo,Private,,
Greater Accra,Ga East,Taifa CHPS ,Clinic,Taifa,Government,,
Greater Accra,Ga East,Jilac Specialist Hospital,Hospital,Dome,Private,,
Greater Accra,Ga East,Beans Clinic,Clinic,,Private,,
Greater Accra,Ga East,St Clement Clinic,Clinic,Dome,Private,,
Greater Accra,Ga East,Taifa CHPS,CHPS,Taifa,Government,,
Greater Accra,Ga East,Dela Clinic,Clinic,Madina (Old Road),Private,,
Greater Accra,Ga West,Holy Dove Hospital,Hospital,New Achimota,Private,,
Greater Accra,Ga West,The New Achimota Clinic,Clinic,New Achimota,Private,,
Greater Accra,Ga West,Bertmis Maternity Home,Maternity Home,Tabora,Private,,
Greater Accra,Tema Metropolitan,Green House Clinic,Clinic,Spintex Road,Private,,
Greater Accra,Tema Metropolitan,Dziram Eye Clinic,Clinic,Baatsona,Private,,
Greater Accra,Accra Metropolitan,Korle-Bu Opthamalmic,Training Institution,Korle-Bu,Government,,
Greater Accra,Accra Metropolitan,Korle-Bu Pery Operative,Training Institution,Korle-Bu,Government,,
Greater Accra,Accra Metropolitan,Korle-Bu Public Health,Training Institution,Korle-Bu,Government,,
Greater Accra,Accra Metropolitan,Military Nurses Training College,Training Institution,37,Government,,
Greater Accra,Ga West,Western Hills School of Nursing (General Nursing),Training Institution,Ofankor,Private,,
Greater Accra,Ga East,Health Concern (Health Assistants Clinical),Training Institution,Hatso,Private,,
Greater Accra,Tema Metropolitan,Nyaniba (Health Assistants Training School Clinical),Training Institution,Tema,Private,,
Greater Accra,Accra Metropolitan,Martin Luther Health Assistants Training School,Training Institution,Odorkor,Private,,
Northern,Bole,Bamboi Health Centre,Health Centre,Bamboi,Government,8.16514,-2.03238
Northern,Bole,Jama Health Centre,Health Centre,Jama,Government,8.29998,-2.18507
Northern,Bole,Catholic PHC,Health Centre,Bole,CHAG,9.03223,-2.4866099999999998
Northern,Bole,Bole Hospital,District Hospital,Bole,Government,9.0276,-2.49736
Northern,Bole,Bole District Health Directorate,District Health Directorate,Bole,Government,9.02768,-2.49669
Northern,Bole,Tinga Health Centre,Health Centre,Tinga,Government,8.58131,-2.22444
Northern,Bole,Banda-Nkwanta CHPS,CHPS,Banda-Nkwanta,Government,8.35314,-2.13659
Northern,Bole,Mandari Health Centre,Health Centre,Mandari,Government,9.023439999999999,-2.57767
Northern,Bunkpurugu-Yunyuo,Yunyoo  Health Centre,Health Centre,Yunyoo,Government,10.480939999999999,-0.01575
Northern,Bunkpurugu-Yunyuo,Bunkpurugu  Health Centre,Health Centre,Bunkpurugu,Government,10.52235,-0.08893999999999999
Northern,Bunkpurugu-Yunyuo,Bunkpurugu-Yunyuo District Health Directorate,District Health Directorate,Bunkpurugu,Government,10.52235,-0.08893999999999999
Northern,Bunkpurugu-Yunyuo,Rabito Clinic,Clinic,Bunkpurugu,Private,10.52235,-0.08893999999999999
Northern,Bunkpurugu-Yunyuo,Jimbale Health Centre,Health Centre,Gimbale,Government,10.45524,-0.01124
Northern,Bunkpurugu-Yunyuo,Binde  Rural  Hospital,Hospital,Binde,CHAG,10.56562,-0.02876
Northern,Bunkpurugu-Yunyuo,Nakpanduri  Health Centre,Health Centre,Nakpanduri,CHAG,10.635010000000001,-0.17942
Northern,Bunkpurugu-Yunyuo,Nasuan  Health Centre,Health Centre,Nasuan,Government,10.51322,-0.16577999999999998
Northern,Central Gonja,Tina's Maternity Home,Maternity Home,Buipe,Private,8.769730000000001,-1.45284
Northern,Central Gonja,Buipe Health Centre,Health Centre,Buipe,Government,8.78374,-1.46939
Northern,Central Gonja,Central Gonja District Health Directorate,District Health Directorate,Buipe,Government,8.78355,-1.4693100000000001
Northern,Central Gonja,Kusawgu Health Centre,Health Centre,Kusawgu,CHAG,9.19881,-1.05046
Northern,Central Gonja,Sankpala CHPS,CHPS,Sankpala,Government,9.26426,-1.00502
Northern,Central Gonja,Mpaha Health Centre,Health Centre,Mpaha,Government,8.74581,-1.1138700000000001
Northern,Central Gonja,Tuluwe Health Centre,Health Centre,Tuluwe,Government,8.71256,-0.93153
Northern,Central Gonja,Yapei Health Centre,Health Centre,Yapei,Government,9.14325,-1.1547
Northern,East Gonja,Abromase Health Centre,Health Centre,Abromase,Government,8.464210000000001,-1.01615
Northern,East Gonja,Buma Health Centre,Health Centre,Buma,Government,8.29827,-0.85536
Northern,East Gonja,FAME Health Centre,Health Centre,Ekumde,Government,8.464889999999999,-0.20385999999999999
Northern,East Gonja,Jantong CHPS,CHPS,Jantong,Government,9.23357,-0.40115
Northern,East Gonja,Kpalbe Health Centre,Health Centre,Kpalbe,Government,9.119860000000001,-0.5553100000000001
Northern,East Gonja,Blajai E.P. Health Centre,Health Centre,Blajai,CHAG,8.375639999999999,0.10165
Northern,East Gonja,Kitare  Health Centre,Health Centre,Kitare,Government,8.26244,-0.18055
Northern,East Gonja,Oti River Hospital,Hospital,Nkanchina,Government,8.4505,-0.07582
Northern,East Gonja,Kpandai Health Centre,Health Centre,Kpandai,Government,8.46327,0.00606
Northern,East Gonja,WEC Health Centre,Health Centre,Kpandai,Government,8.45768,0.01228
Northern,East Gonja,Lonto Health Centre,Health Centre,Lonton,Government,8.20497,-0.4063
Northern,East Gonja,Loloto Health Centre,Health Centre,Loloto,CHAG,8.36555,-0.40301
Northern,East Gonja,Gulbi  Quarters Health Centre,Health Centre,Gulbi Quarters,Government,8.25975,-0.23938
Northern,East Gonja,Sabojida Health Centre,Health Centre,Sabonjida,Government,8.31204,-0.30621
Northern,East Gonja,Bunjai CHPS,CHPS,Bunjai,Government,8.73741,-0.50597
Northern,East Gonja,Makango Health Centre,Health Centre,Makango,CHAG,8.32421,-0.61921
Northern,East Gonja,Salaga  Hospital,District Hospital,Salaga,Government,8.55733,-0.51437
Northern,East Gonja,East Gonja District Health Directorate,District Health Directorate,Salaga,Government,8.55653,-0.51267
Northern,East Gonja,Catholic PHC,Clinic,Salaga,Government,8.54888,-0.51912
Northern,East Mamprusi,Gambaga Health Centre,Health Centre,Gambaga,Government,10.528,-0.44041
Northern,East Mamprusi,East Mamprusi District Health Directorate,District Health Directorate,Gambaga,Government,10.528,-0.4407
Northern,East Mamprusi,Gbintiri Health Centre,Health Centre,Gbintiri,Government,10.28123,-0.11996
Northern,East Mamprusi,Wundua CHPS,CHPS,Wundua,Government,10.333910000000001,-0.53381
Northern,East Mamprusi,Langbinsi Presby Health Centre,Health Centre,Langbinsi,CHAG,10.40747,-0.56017
Northern,East Mamprusi,Baptist Medical Centre,District Hospital,Nalerigu,CHAG,10.519730000000001,-0.36573
Northern,East Mamprusi,Sakogu Health Centre,Health Centre,Sakogu,Government,10.5758,-0.27809
Northern,East Mamprusi,Gbingbani Health Centre,Health Centre,Gbingbani,Government,10.38706,-0.18374000000000001
Northern,Gushegu,Gushegu  Hospital,District Hospital,Gushegu,Government,9.928139999999999,-0.21489
Northern,Gushegu,Katani CHPS,CHPS,Katani,Government,10.162,-0.08459
Northern,Gushegu,Gushegu District Health Directorate,District Health Directorate,Gushegu,Government,9.928139999999999,-0.21489
Northern,Gushegu,Galwei Health Centre,Health Centre,Galwei,Government,9.6214,-0.43895
Northern,Gushegu,Kpatinga Health Centre,Health Centre,Kpatinga,Government,9.76705,-0.26769
Northern,Gushegu,Zinindo CHPS,CHPS,Zinindo,Government,9.6219,-0.56795
Northern,Karaga,Karaga Health Centre,Health Centre,Karaga,Government,9.91563,-0.43159
Northern,Karaga,Karaga District Health Directorate,District Health Directorate,Karaga,Government,9.919889999999999,-0.43138999999999994
Northern,Karaga,Nyong CHPS,CHPS,Nyong,Government,9.8832,-0.62553
Northern,Karaga,Pishegu Health Centre,Health Centre,Pishegu,Government,9.96682,-0.64704
Northern,Nanumba North,Bimbilla  Hospital,District Hospital,Bimbilla,Government,8.857560000000001,-0.05562
Northern,Nanumba North,Nanumba North District Health Directorate,District Health Directorate,Bimbilla,Government,8.8573,0.05507000000000001
Northern,Nanumba North,Binchera  Health Centre,Health Centre,Binchera,Government,9.113339999999999,-0.0012
Northern,Nanumba North,Lanja  Health Centre,Health Centre,Lanja,Government,9.17736,-0.01795
Northern,Nanumba North,Chamba  Health Centre,Health Centre,Chamba,CHAG,8.69374,-0.13959000000000002
Northern,Nanumba North,Makayili  Health Centre,Health Centre,Makayili,Government,9.00093,-0.017169999999999998
Northern,Nanumba North,Juo CHPS,CHPS,Juo,Government,9.02161,-0.07641
Northern,Nanumba South,Lungni Health Centre,Health Centre,Lungni,Government,8.55814,-0.00315
Northern,Nanumba South,Nakpayili CHPS,CHPS,Nakpayili,Government,8.76046,0.05359
Northern,Nanumba South,Pudua Health Centre,Health Centre,Pudua,Government,8.86983,0.27476999999999996
Northern,Nanumba South,Nanumba South District Health Directorate,District Health Directorate,Welensi,Government,8.65638,0.00344
Northern,Nanumba South,Wulensi Health Centre,Health Centre,Wulensi,Government,8.65638,0.00344
Northern,Nanumba South,Kukuo CHPS,CHPS,Kukuo,Government,8.847719999999999,0.15747
Northern,Saboba-Chereponi,Bunburika CHPS,CHPS,Bunburika,Government,10.40056,0.25425
Northern,Saboba-Chereponi,Wanjoga CHPS,CHPS,Wanjuga,Government,10.215639999999999,0.33011999999999997
Northern,Saboba-Chereponi,Chereponi Health Centre,Health Centre,Chereponi,Government,10.13118,0.28735
Northern,Saboba-Chereponi,Gbangbanpong CHPS,CHPS,Gbangbanpong,Government,9.85065,0.30435
Northern,Saboba-Chereponi,Saboba Medical Centre,Hospital,Saboba,CHAG,9.70965,0.31924
Northern,Saboba-Chereponi,Saboba Chereponi District Health Directorate,District Health Directorate,Saboba,Government,9.70865,0.32139
