Store Number,Store Name,Address,City,Longitude,Latitude
17847-183164,Oakdale & Merle,"1800 Oakdale Road, #J Modesto CA",Modesto,-120.96,37.67
5985-213964,Briggsmore & McHenry,"1801 McHenry, Vintage Faire Modesto CA",Modesto,-120.99,37.67
28664-250067,Teavana - Vintage Faire,"3401 Dale Rd., Spc. #M08 Modesto CA",Modesto,-121.05,37.69
5473-244109,Huntington Drive & Buena Vista,1263 Hungtington Drive Monrovia CA,Monrovia,-117.98,34.14
5239-406,Monrovia,621 W. Huntington Drive Monrovia CA,Monrovia,-118.01,34.14
28507-249685,Foothill & Madison,860 West Foothill Blvd Monrovia CA,Monrovia,-118.02,34.15
5593-1450,Foothill & Myrtle - Monrovia,"140 West Foothill Blvd., Suite E-3 Monrovia CA",Monrovia,-118.0,34.15
74659-94830,Vons-Monrovia #2200,"130 W Foothill Blvd, Montclair Plaza Monrovia CA",Monrovia,-118.0,34.15
17693-180530,Montclair Plaza First Floor,"5060 East Montclair Plaza, Suite 5067 Montclair CA",Montclair,-117.69,34.09
24325-237107,Central & The I-10,"9389 Central Avenue, B Montclair CA",Montclair,-117.69,34.08
47250-256930,Holt & Ramona,"4490 Holt Blvd, Suite A Montclair CA",Montclair,-117.71,34.06
669-443,Central & Olive,"9015-A Central Ave, Mart of Montebello Montclair CA",Montclair,-117.69,34.09
6750-87601,"Beverly and Montebello, Montebello","800 W. Beverly Blvd., 34 Montebello CA",Montebello,-118.11,34.02
5444-1461,Montebello Town Center Mall,"1780 Montebello Town Center, Unit A-21 Montebello CA",Montebello,-118.08,34.04
73688-128624,Albertsons - Montebello #6181,2469 Via Campo Montebello CA,Montebello,-118.12,34.03
23426-155691,Lighthouse & David,"865 Lighthouse Ave, Cannery Row Monterey CA",Monterey,-121.9,36.62
5978-48599,Cannery Row - Monterey,"711 Cannery Row, A and E Monterey CA",Monterey,-121.9,36.62
16079-155689,Alvarado & Del Monte,316 Alvarado Street Monterey CA,Monterey,-121.89,36.6
601-267,Del Monte,"492 Del Monte Center, Space #4-38 Monterey CA",Monterey,-121.9,36.58
5348-860,Atlantic Square,2100 South Atlantic Blvd. Monterey Park CA,Monterey Park,-118.14,34.04
16782-10773,Honolulu & Ocean View,2284 Honolulu Avenue Montrose CA,Montrose,-118.23,34.21
26639-244261,Ralphs Moorpark #723,101 W Los Angeles Ave Moorpark CA,Moorpark,-118.88,34.28
5452-1532,Los Angeles & Spring,"561 NEW LOS ANGELES AVE, Campus Plaza Moorpark CA",Moorpark,-118.87,34.28
10109-99407,"Campus Park & Collins, Moorpark","6595 Collins, unit A Moorpark CA",Moorpark,-118.84,34.3
74788-98373,Vons - Moorpark #1735,4241 Tierra Rejada Rd Moorpark CA,Moorpark,-118.9,34.27
25207-237782,Target Moorpark T-1547,"800 New Los Angelese Ave, The Park at Rheem Valley Moorpark CA",Moorpark,-118.87,34.28
6435-33881,Moraga & Rheem,500 Moraga Road Moraga CA,Moraga,-122.12,37.86
74806-23808,Safeway - Moraga #969,1355 Moraga Way Moraga CA,Moraga,-122.13,37.84
9899-97042,Moreno Beach & Hwy 60,12751 Moreno Beach Drive Moreno Valley CA,Moreno Valley,-117.18,33.94
9346-96040,"Frederick & Hwy 60, Moreno Valley","12515 Frederick Street, #1A, Lakeside Plaza Moreno Valley CA",Moreno Valley,-117.26,33.94
17824-180665,Iris & Lassell,"25960 Iris Avenue, Suite 1C Moreno Valley CA",Moreno Valley,-117.21,33.89
8944-94756,"Day & The 60 Fwy, Moreno Valley","12430 Day Street, #C1 Moreno Valley CA",Moreno Valley,-117.28,33.94
10344-101112,"Hemlock & Perris, Moreno Valley","12190 Perris Blvd., A Moreno Valley CA",Moreno Valley,-117.23,33.94
76767-107985,Super Target Moreno Valley East ST-,27100 Eucalyptus Moreno Valley CA,Moreno Valley,-117.19,33.94
5276-741,Vineyard Blvd & Monterey,"251 Vineyard Town Center Way, Coyote Creek Center Morgan Hill CA",Morgan Hill,-121.64,37.11
5932-36159,Dunne & Walnut Grove,"17015 Walnut Grove Drive, Suite 101 Morgan Hill CA",Morgan Hill,-121.64,37.13
74168-24430,Safeway-Morgan Hill #1455,"840 E. Dunne Ave., 408- Morgan Hill CA",Morgan Hill,-121.64,37.13
11745-72996,Cochrane & Hwy 101,1041 Cochrane Road Morgan Hill CA,Morgan Hill,-121.65,37.16
74476-83324,Safeway-Morgan Hill #1891,235 Tennant Station Morgan Hill CA,Morgan Hill,-121.63,37.12
8977-94123,Cochrane & Monterey,18585 Monterey Road Morgan Hill CA,Morgan Hill,-121.66,37.14
76789-107986,Target Morgan Hill T-2252,1061 Cochrane Rd Morgan Hill CA,Morgan Hill,-121.65,37.16
73626-79655,Albertsons - Morro Bay #6345,730 Quintana Morro Bay CA,Morro Bay,-120.84,35.37
10663-99694,Shoreline & Pear,"1380 Pear Avenue, Blossom Valley Shopping Center Mountain View CA",Mountain View,-122.08,37.42
5847-23949,Miramonte & Cuesta - Mtn. View,809A Cuesta Blvd Mountain View CA,Mountain View,-122.09,37.37
74179-24449,Safeway-Mountain View #1108,"1750 Miramonte Ave, Park Place South Mountain View CA",Mountain View,-122.09,37.37
5663-1864,Castro & High School,750 Castro St Mountain View CA,Mountain View,-122.08,37.39
7933-95734,Rengstorff & Middlefield,580 N Rengstorff Avenue Mountain View CA,Mountain View,-122.09,37.41
19004-178425,Safeway-Mountain View #2948,645 San Antonio Rd. Mountain View CA,Mountain View,-122.11,37.4
18889-160744,San Antonio & El Camino,"565 San Antonio Road, 28 Mountain View CA",Mountain View,-122.11,37.4
10312-100471,Charleston & Independence,2410 Charleston Avenue Mountain View CA,Mountain View,-122.1,37.42
74947-101866,Safeway - Mountain View #705,570 Shoreline Blvd Mountain View CA,Mountain View,-122.09,37.38
20234-204344,El Camino & Grant,175 East El Camino Real Mountain View CA,Mountain View,-122.07,37.38
618-342,El Camino & El Monte,1037-C El Monte Ave Mountain View CA,Mountain View,-122.09,37.39
74665-96538,Vons-Murrieta #2660,38995 Sky Canyon Dr Murrieta CA,Murrieta,-117.14,33.55
9629-97438,Murrieta Hot Springs & Hancock,40735 Murrieta Hot Springs Rd Murrieta CA,Murrieta,-117.19,33.56
73577-61819,Albertsons - Temecula #6734,39140 Winchester Rd Murrieta CA,Murrieta,-117.14,33.55
3018-138710,Target Murrieta North T-2499,27818 Clinton Keith Rd Murrieta CA,Murrieta,-117.18,33.6
19631-196444,Los Alamos & 215 Fwy,"39589 Los Alamos, Plaza de Oro Murrieta CA",Murrieta,-117.18,33.57
6976-91181,Washington & Calle Del Oso Oro,"23811 Washington Ave, Ste 101 Murrieta CA",Murrieta,-117.23,33.57
11595-104768,Clinton Keith & 215 Freeway,"27890 Clinton Keith Road, A Murrieta CA",Murrieta,-117.18,33.6
9818-97299,"Madison & Los Alamos, Murri","25175 Madison Ave., 101, Cal Oaks Plaza Murrieta CA",Murrieta,-117.2,33.56
6446-54379,California Oaks Road & 15 freeway,41032 California Oaks Rd. Murrietta CA,Murrietta,-117.2,33.57
5361-1173,Soscol at Hwy 121-Napa,"247 Soscol Avenue, Redwood Plaza Napa CA",Napa,-122.27,38.28
11235-104090,Hwy 29 & Redwood,2007 Redwood Rd Napa CA,Napa,-122.31,38.32
9595-107359,Jefferson & Lincoln,1200 Lincoln Avenue Napa CA,Napa,-122.3,38.31
17602-86221,First & Main Napa,1006 First Street Napa CA,Napa,-122.29,38.3
76263-90141,Target Napa North T-1438,4000 Bel Aire Plaza Napa CA,Napa,-122.31,38.32
74492-97261,Safeway-Napa #2449,"3375 Jefferson Square, Silverado Plaza Napa CA",Napa,-122.3,38.32
5993-55079,Silverado Plaza - Napa,663 Trancas Street Napa CA,Napa,-122.29,38.32
15678-156027,Target Napa T-1026,205 Soscol Ave Napa CA,Napa,-122.28,38.28
604-319,Trancas & Jefferson Napa,1340 Trancas Street Napa CA,Napa,-122.3,38.32
75442-107092,NAS Lemoore-Reeves Blvd,796 Reeves Blvd NAS Lemoore CA,NAS Lemoore,-119.78,36.3
76931-126944,Target Natl City Plza Bonita T-2232,3060 Plaza Bonita Rd National City CA,National City,-117.07,32.66
2922-211104,Plaza Bonita Mall - Food Court,"3030 Plaza Bonita Rd, 9270, Grove Plaza National City CA",National City,-117.07,32.65
6783-79043,Plaza & Grove,2230 E. Plaza Blvd. National City CA,National City,-117.08,32.68
22419-212488,Mile of Cars Way & I-5,"404 Mile of Cars Way, 101 National City CA",National City,-117.11,32.66
6487-237986,Highland & 30th,"3001 Highland Avenue, Stevenson Station National City CA",National City,-117.09,32.66
7980-95491,Stevenson & Balentine,5741 Stevenson Newark CA,Newark,-121.99,37.52
74807-73698,Safeway - Newark #1224,5877 Jarvis Ave Newark CA,Newark,-122.05,37.55
5286-158884,Newark & Jarvis,"35040 Newark Blvd., Carter Station Newark CA",Newark,-122.05,37.55
5952-49999,Thornton & Sycamore,7324 Thorton Av Newark CA,Newark,-122.04,37.53
6482-240997,NewPark,"2086 NewPark Mall, K005 Newark CA",Newark,-122.0,37.53
5909-10775,Reino Road & Kimber Drive,"421 S Reino Rd, Ste A Newbury Park CA",Newbury Park,-118.96,34.17
19803-200205,MacArthur & Bison,1260 Bison Avenue Newport Beach CA,Newport Beach,-117.86,33.64
75797-80024,Marriott Newport Beach Lobby,900 Newport Center Dr Newport Beach CA,Newport Beach,-117.88,33.62
586-244,Via Lido,"3465 Via Lido, Suite E-3 Newport Beach CA",Newport Beach,-117.93,33.62
5661-1948,Jamboree & Birch,4551 Jamboree Road Newport Beach CA,Newport Beach,-117.86,33.66
18722-193705,Ralph's - Newport Beach #745,1150 Irvine Ave Newport Beach CA,Newport Beach,-117.91,33.63
5563-234644,Fashion Island,137 Newport Center Drive Newport Beach CA,Newport Beach,-117.87,33.61
657-299,Balboa Island,226 Marine Drive Newport Beach CA,Newport Beach,-117.89,33.61
5216-429,Mac Arthur & Campus,4678 Campus Drive Newport Beach CA,Newport Beach,-117.86,33.67
74648-93368,Vons-Newport Beach #1912,2660 San Miguel Dr Newport Beach CA,Newport Beach,-117.85,33.63
5776-15502,W. Coast Hwy & Riverside,"2700 W. Coast Highway, 195, Crystal Cove Promenade Newport Beach CA",Newport Beach,-117.92,33.62
6654-70500,Crystal Cove & PCH,7958 Pacific Coast Highway Newport Beach CA,Newport Beach,-117.83,33.57
14967-155988,"Ralph's-Newport, CA #744",2555 Eastbluff Dr Newport Beach CA,Newport Beach,-117.88,33.64
6747-40139,Pacific Coast Hwy & Bayside,"377 East Pacific Coast Highway, Suite A Newport Beach CA",Newport Beach,-117.9,33.62
14018-108041,Jamboree & Bristol,3601 Jamboree Road Newport Beach CA,Newport Beach,-117.87,33.66
74556-77464,Vons-Newport #1911,"21181 Newport Coast Dr, Newport Coast Shopping Center Newport Coast CA",Newport Coast,-117.83,33.61
14156-112404,Newport Coast & San Joaquin Hills,21155 Newport Coast Drive Newport Coast CA,Newport Coast,-117.83,33.61
8829-94867,"Tefft & Mary, Nipomo",581 W. Tefft Street Nipomo CA,Nipomo,-120.49,35.04
74598-87920,Vons-Nipomo #1621,520 W Tefft St Nipomo CA,Nipomo,-120.49,35.04
76197-92524,Target Norco T-736,1290 Hamner Ave Norco CA,Norco,-117.56,33.9
11596-104820,Hidden Valley & The 15 Fwy,455 Hidden Valley Parkway Norco CA,Norco,-117.56,33.9
9549-96447,6th Street & Hamner,"3699 Hamner Avenue, #A Norco CA",Norco,-117.56,33.94
26145-236624,Watt & Elkhorn,3535 Elkhorn Blvd North Highland CA,North Highland,-121.38,38.69
10543-100739,Watt & Roseville,"4981 Watt Ave, 500 North Highlands CA",North Highlands,-121.38,38.66
8113-95901,Watt & I-80,4332 Watt Avenue North Highlands CA,North Highlands,-121.38,38.64
8637-80485,Sepulveda & Nordhoff,9002 Sepulveda Blvd. North Hills CA,North Hills,-118.47,34.23
6782-80486,Nordhoff & Woodley,16222 Nordhoff Street North Hills CA,North Hills,-118.49,34.24
22417-220625,Lankershim & La Maida,4853 Lankershim Blvd North Hollywood CA,North Hollywood,-118.37,34.16
5642-1690,Lankershim & Magnolia,5166 A Lankershim Blvd North Hollywood CA,North Hollywood,-118.37,34.16
9596-97295,Tujunga & Camarillo,11331 Camarillo Street North Hollywood CA,North Hollywood,-118.38,34.16
13365-107349,Sherman Way & Whitsett,12520 Sherman Way North Hollywood CA,North Hollywood,-118.41,34.2
76211-90561,Target North Hollywood T-294,11051 Victory Blvd North Hollywood CA,North Hollywood,-118.37,34.19
5839-26187,Victory & Coldwater,12848 Victory Blvd. North Hollywood CA,North Hollywood,-118.41,34.19
76446-90560,Target Northridge T-2020,8999 Balboa Ave Northridge CA,Northridge,-118.5,34.23
5208-1975,Reseda & Devonshire,"10235 Reseda Blvd, Ste D4 & D6 Northridge CA",Northridge,-118.54,34.26
6459-53039,Reseda & Plummer,"9420 Reseda Blvd., #1, Porter Ranch Town Center Northridge CA",Northridge,-118.54,34.24
5861-29276,Rinaldi & Corbin,19759 Rinaldi St Northridge CA,Northridge,-118.56,34.28
5627-249,Shirley & Plummer,"19500 Plummer St., Northridge Fashion Center Northridge CA",Northridge,-118.56,34.24
28236-250145,Teavana - Northridge Fashion Center,"9301 Tampa Ave, #171 Northridge CA",Northridge,-118.56,34.24
20686-189424,Reseda & Nordhoff,"9020 N. Reseda, Unit A Northridge CA",Northridge,-118.54,34.23
25006-237487,Target Norwalk T-1424,12051 Imperial Hwy Norwalk CA,Norwalk,-118.08,33.92
10140-99707,"Rosecrans & Shoemaker, Norwalk",13001 Rosecrans Avenue Norwalk CA,Norwalk,-118.05,33.9
6951-212904,Rosecrans & Studebaker,"11023 Rosecrans Avenue, Target Center Norwalk CA",Norwalk,-118.1,33.9
6502-62019,"Firestone & 605 Frwy, Norwalk",10716 Firestone Blvd Norwalk CA,Norwalk,-118.11,33.92
15626-157284,"Firestone & Studebaker, Norwalk",11031 Firestone Blvd. Norwalk CA,Norwalk,-118.1,33.92
27974-249305,Pioneer & Rosecrans,14322 Pioneer Boulevard Norwalk CA,Norwalk,-118.08,33.9
15586-142024,Target Norwalk T-1340,10600 Firestone Blvd Norwalk CA,Norwalk,-118.11,33.93
9546-97058,"Firestone & Pioneer, Norwalk","11790 Firestone Blvd., San Marin Plaza Norwalk CA",Norwalk,-118.08,33.91
10544-100747,San Marin & San Ramon,"127 San Marin Dr, The Village at Novato Novato CA",Novato,-122.6,38.12
10711-95958,Redwood & Olive,"7514 Redwood Blvd, Vintage Oaks at Novato Novato CA",Novato,-122.57,38.11
5711-4777,Vintage & Rowland - Novato,"132 Vintage Way, F-1 Novato CA",Novato,-122.55,38.09
74280-24451,Safeway-Novato #979,900 Diablo Ave. Novato CA,Novato,-122.57,38.1
79771-133426,Safeway - Novato #2828,5720 Nave Drive Novato CA,Novato,-122.53,38.06
15582-156026,Target Novato T-692,200 Vintage Way Novato CA,Novato,-122.56,38.09
5824-13887,Yosemite & F Street - Oakdale,"325 East F St, D, F Street & Ventana Oakdale CA",Oakdale,-120.85,37.77
10775-102223,F Street & Ventana - Oakdale,"1342 East F Street, C Oakdale CA",Oakdale,-120.84,37.77
9474-72423,Highway 49 & Highway 41 - Oakhurst,"40208 Highway 41 , PO Box 3630 Oakhurst CA",Oakhurst,-119.65,37.33
74597-87625,Vons-Oakhurst #2409,"40044 Hwy 49, Estuary Cove Oakhurst CA",Oakhurst,-119.66,37.33
11453-105281,Estuary Cove - Oakland,1211 E Embarcadero Cove Oakland CA,Oakland,-122.25,37.79
70030-106532,OAK T -1 Gate 4,1 Airport Drive Oakland CA,Oakland,-122.21,37.72
47058-254704,Broadway & 30th,3013 Broadway Ave Oakland CA,Oakland,-122.26,37.82
47057-256264,2nd & Broadway,"200 Broadway, 4, Fruitvale Station Oakland CA",Oakland,-122.28,37.8
5751-12128,Fruitvale & I-880,3060A E 9th St Oakland CA,Oakland,-122.23,37.77
5710-8225,4098 Piedmont Avenue - Oakland,4098 Piedmont Ave Oakland CA,Oakland,-122.25,37.83
26801-135815,Safeway - Oakland #3132,5130 Broadway Oakland CA,Oakland,-122.25,37.83
2994-86219,Broadway & 8th Street - Oakland,801 Broadway Oakland CA,Oakland,-122.27,37.8
70029-106533,OAK T - 2 Gate 23,1 Airport Drive Oakland CA,Oakland,-122.21,37.72
625-347,Oakland City Center,"1200 Clay Street, #58 Oakland CA",Oakland,-122.27,37.8
70031-106614,OAK T - 1 Gate 11,1 Airport Drive Oakland CA,Oakland,-122.21,37.72
9206-9254,315 1/2 20th St.,3  15 1/2 20th St Oakland CA,Oakland,-122.27,37.81
8142-3188,Hegenberger & I-880 - Oakland,8450-D Edgewater Drive Oakland CA,Oakland,-122.2,37.74
5780-10995,2059 Mountain Blvd. - Oakland,2059 Mountain Blvd Oakland CA,Oakland,-122.21,37.83
75928-106534,OAK T -2 Gate 28,1 Airport Drive Oakland CA,Oakland,-122.21,37.71
10942-73211,Broadway & Grand - Oakland,420 W. Grand Ave. Oakland CA,Oakland,-122.27,37.81
23461-230285,Safeway - Oakland 2870,6130 College Avenue Oakland CA,Oakland,-122.25,37.85
9861-96968,98th & Bigge,185 98th Ave Oakland CA,Oakland,-122.19,37.73
514-175184,Rockridge & Broadway,1982 Pleasant Valley Blvd Oakland CA,Oakland,-122.25,37.83
5281-120,3347 Lakeshore Avenue,3347 Lakeshore Avenue Oakland CA,Oakland,-122.24,37.81
79744-125805,Safeway-Oakland #908,3550 Fruitvale Ave Oakland CA,Oakland,-122.22,37.8
9330-94378,Main St & Carol,"2190 Main Street, A Oakley CA",Oakley,-121.73,38.0
22433-216244,Hwy 4 & Hwy 160,900Main Street Oakley CA,Oakley,-121.75,38.01
73636-67161,Albertsons-Oceanside #6733,"3450 Marron Rd, Oceanside Crossing Oceanside CA",Oceanside,-117.3,33.18
9688-87481,"Oceanside & I-5, Oceanside",1779 Oceanside Blvd Oceanside CA,Oceanside,-117.36,33.19
10110-99074,El Camino Real & E. Vista Way,2263 South El Camino Real Oceanside CA,Oceanside,-117.33,33.18
6784-76568,Mission & El Camino Real,"3760 Mission Avenue, C, Old Grove Marketplace Oceanside CA",Oceanside,-117.33,33.23
9349-95470,"Old Grove & Mission, Oceanside",175 Old Grove Rd Oceanside CA,Oceanside,-117.31,33.23
23519-229264,Mission & Archer,1702 Mission Avenue Oceanside CA,Oceanside,-117.37,33.2
5212-6949,North Oceanside,"815 College Blvd, #108 Oceanside CA",Oceanside,-117.29,33.24
5432-1232,Pacific Coast Plaza - Oceanside,"2183 Vista Way, Suite B-1 Oceanside CA",Oceanside,-117.34,33.18
10314-99075,"College & Plaza, Oceanside","3702 Plaza Drive, A, San Luis Rey Crossing Oceanside CA",Oceanside,-117.29,33.18
16981-173324,College & North River.,"4904 North River Road, #300 Oceanside CA",Oceanside,-117.3,33.25
74634-93766,Vons-Oceanside #2360,"845 College Blvd, Plaza Rancho Del Oro Shopping Center Oceanside CA",Oceanside,-117.29,33.24
5832-15938,"Oceanside & College, Oceanside","4176 Oceanside Blvd., B, Mira Monte Shopping Center Oceanside CA",Oceanside,-117.29,33.21
10430-99454,"Ventura & Villanova, Ojai",11484 North Ventura Avenue Ojai CA,Ojai,-119.29,34.42
75533-53979,Squaw Valley Ski,"1985 Squaw Valley Rd, Ste.21 Olympic Valley CA",Olympic Valley,-120.23,39.2
7967-94940,Mountain & 6th,"1520 N. Mountain Ave., B Ontario CA",Ontario,-117.67,34.09
9627-96925,Jurupa & I-15,"4880 E. Motor Lane, B Ontario CA",Ontario,-117.55,34.05
20768-206407,Archibald & 60 fwy,2548 S. Archibald Ave Ontario CA,Ontario,-117.59,34.03
17852-181644,Ontario Mills Mall Floor 1,"1 Mills Circle, 319, Village at Ontario Center Ontario CA",Ontario,-117.55,34.07
6940-83521,Milliken & 4th,1041 N. Milliken Avenue Ontario CA,Ontario,-117.56,34.08
11746-104778,Vineyard & Holt,111 N. Vineyard Avenue Ontario CA,Ontario,-117.61,34.06
5453-238624,Ontario Mills & Mills Circle,"960 Ontario Mills Drive, Vineyard & Walnut Ontario CA",Ontario,-117.55,34.08
6531-39920,Vineyard & Walnut,2570 S. Vineyard Avenue Ontario CA,Ontario,-117.61,34.03
26799-243984,Ontario Mills Mall 2,"1 Mills Circle, KI01 Ontario CA",Ontario,-117.55,34.07
2823-95248,Archibald & Inland Empire,791 N. Archibald Avenue Ontario CA,Ontario,-117.59,34.07
26570-244451,Mountain & 60,"2304 South Mountain Avenue, Ontario Mills Ontario CA",Ontario,-117.67,34.03
28549-250026,Teavana - Ontario Mills,"One Mills Circle, #707 Ontario CA",Ontario,-117.55,34.07
76744-106253,Target Ontario T-2245,4200 E 4th St Ontario CA,Ontario,-117.56,34.08
20402-160226,Chapman & Tustin,1630 E. Chapman Blvd. Orange CA,Orange,-117.84,33.79
74566-79465,Vons-Orange #2335,2684 N Tustin Ave Orange CA,Orange,-117.84,33.83
24461-235456,Sodexo @ Chapman University,"393 N Glassell St, Galleria L'Orange Orange CA",Orange,-117.85,33.79
6526-46619,Chapman & Main,"130 S. Main Street, E Orange CA",Orange,-117.87,33.79
73398-23312,Albertsons-Orange #6534,940 N Tustin Ave Orange CA,Orange,-117.84,33.8
10713-100776,Katella & Main,1627 West Katella Avenue Orange CA,Orange,-117.87,33.81
5704-6593,Tustin & Meats,"2115 Tustin St, #2 Orange CA",Orange,-117.84,33.82
5540-1551,The Outlets at Orange,"20 City Blvd W, Bld K; #41 Orange CA",Orange,-117.89,33.78
9550-97298,Chapman & The City Drive,"3743 W. Chapman Avenue, A Orange CA",Orange,-117.89,33.79
5511-1447,Plaza Square & East Chapman,101 East Chapman Avenue Orange CA,Orange,-117.85,33.79
73565-67160,Albertsons-Orange #6585,4550 E Chapman Ave Orange CA,Orange,-117.8,33.79
24801-220165,Aramark @ St. Joseph Hospital,1100 W Stewart Dr Orange CA,Orange,-117.86,33.78
23600-231364,Tustin & Lincoln,2734 Tustin Avenue Orange CA,Orange,-117.84,33.83
5894-17215,Chapman & Swidler,3630 E. Chapman Ave Orange CA,Orange,-117.81,33.79
14020-108042,Chapman & Glassell,44 Plaza Square Orange CA,Orange,-117.85,33.79
5724-5909,Main & Town and Country,"691 S. Main Street, #100 Orange CA",Orange,-117.87,33.78
73306-21723,Albertsons - Orcutt #6394,"1120 E. Clark Ave., Orinda Theatre Square Orcutt CA",Orcutt,-120.42,34.86
6591-67660,Moraga & Bryant,"2 Theatre Square, 106 Orinda CA",Orinda,-122.18,37.88
5231-393,Camino Pablo & Camino Sobrante,"1 Camino Sobrante, #9 Orinda CA",Orinda,-122.19,37.88
26877-242964,Orland,110 Frances Lane Orland CA,Orland,-122.2,39.75
27053-92390,Oro Dam & Feather River,480 East Oroville Dam Blvd. Oroville CA,Oroville,-121.57,39.5
15778-159191,Target Oxnard T-2760,2850 N Oxnard Blvd Oxnard CA,Oxnard,-119.18,34.23
79558-103613,Vons - Oxnard #2825,1291 S VICTORIA BLVD OXNARD CA,OXNARD,-119.22,34.19
9388-96401,"Saviers & Channel Islands, Oxnard",3042 Saviers Road Oxnard CA,Oxnard,-119.18,34.17
25052-234624,Gonzales & Rose,1921 N. Rose Avenue Oxnard CA,Oxnard,-119.16,34.22
16675-155371,The Collections at Riverpark,669 Town Center DriveBlvd Oxnard CA,Oxnard,-119.18,34.24
74608-91322,Vons-Oxnard #2436,2101 N Rose Ave Oxnard CA,Oxnard,-119.16,34.22
6892-84700,"Channel Islands & Rose, Oxnard","1611 E Channel Island Blvd, Centennial Plaza Oxnard CA",Oxnard,-119.16,34.17
8618-93430,"5th & B Street, Oxnard","241 W.  5th Street, The Esplanade Oxnard CA",Oxnard,-119.18,34.2
5943-35499,"Esplanade & Hwy 1, Oxnard",331 W. Esplanade Oxnard CA,Oxnard,-119.18,34.23
9343-95880,"Garnet & Fanuel, Pacific Beach",1359 Garnet Avenue Pacific Beach CA,Pacific Beach,-117.25,32.8
74883-100544,Safeway - Pacific Grove #761,1212 Forest Ave Pacific Grove CA,Pacific Grove,-121.92,36.6
20770-207884,Sunset & Palisades,514 Palisades Drive Pacific Palisades CA,Pacific Palisades,-118.55,34.04
609-324,Sunset & Swarthmore,15300 Sunset Boulevard Pacific Palisades CA,Pacific Palisades,-118.53,34.05
79627-98609,Vons-Pacific Palisades #2266,17380 Sunset Blvd Pacific Palisades CA,Pacific Palisades,-118.55,34.04
5632-1942,Hwy 1 & Linda Mar - Linda Mar,1227 Linda Mar Shopping Center Pacifica CA,Pacifica,-122.5,37.6
24132-233525,Oceana & Manor,549 Oceana Pacifica CA,Pacifica,-122.49,37.65
74928-101859,Safeway - Pacifica #304,"1380 Linda Mar SC, Fairmont Center Pacifica CA",Pacifica,-122.5,37.59
5971-48239,Hickey & Skyline - Pacifica,791 Hickey Boulevard Pacifica CA,Pacifica,-122.48,37.66
79784-139564,Safeway - Pacifica #3008,12 Manor Plaza Pacifica CA,Pacifica,-122.49,37.65
76212-92525,Target Palm Desert T-940,72-549 Hwy 111 Palm Desert CA,Palm Desert,-116.4,33.72
9745-96489,Washington & 42nd,"42-175 Washington Street, 5 Palm Desert CA",Palm Desert,-116.3,33.74
75542-38859,Marriott Desert Springs,"74855 Country Club Dr, Deep Canyon/Hwy 111 Center Palm Desert CA",Palm Desert,-116.36,33.76
5331-1093,Hwy. 111 & Deep Canyon,"74600 Highway 111, Desert Gateway Palm Desert CA",Palm Desert,-116.36,33.72
6840-80680,Monterey Avenue & Dinah Shore,"34300 Monterey Ave., 104, San Pablo Village Palm Desert CA",Palm Desert,-116.39,33.8
6529-61839,"El Paseo & San Pablo, Palm Desert","73520 El Paseo, # 1A, University Plaza Palm Desert CA",Palm Desert,-116.38,33.72
10186-99141,"Gerald Ford & Cook, Palm Desert","74836 Technology Drive,, 100 Palm Desert CA",Palm Desert,-116.36,33.78
2849-91520,"Varner & Washington, Palm Desert",78385 Varner Road Palm Desert CA,Palm Desert,-116.3,33.76
10003-98585,"Monterey & El Paseo, Palm Desert",73030 El Paseo Palm Desert CA,Palm Desert,-116.39,33.72
28212-249880,Teavana - The Gardens on El Paseo,"73-545 El Paseo, #1104 Palm Desert CA",Palm Desert,-116.38,33.72
20534-157130,"Ralph's-Palm Springs, CA #27",74884 Country Club Dr Palm Dessert CA,Palm Dessert,-116.36,33.76
25981-182687,Ralphs Palm Springs #181,1733 E Palm Canyon Dr Palm Springs CA,Palm Springs,-116.53,33.8
5604-1946,Sunny Dunes & Hwy 111,"682 S Palm Canyon Dr, Suite  A, Sunrise Plaza Palm Springs CA",Palm Springs,-116.54,33.81
6809-76000,"Sunrise & Ramon, Palm Springs","425 S. Sunrise Way, G Palm Springs CA",Palm Springs,-116.53,33.82
5060-102653,Vons - Palm Springs #2384,4733 E Palm Canyon Palm Springs CA,Palm Springs,-116.49,33.79
73640-93059,Albertsons-Palm Springs #6569,1751 N Sunrise Way Palm Springs CA,Palm Springs,-116.53,33.85
3049-131787,PSP Post Sec. Courtyard,3400 East Tahquitz Canyon Way Palm Springs CA,Palm Springs,-116.51,33.82
5235-445,Palm Springs,101 S Palm Canyon Drive Palm Springs CA,Palm Springs,-116.55,33.82
22702-222865,PSP Terminal 1,"3400 E Tahquitz Canyon Wy, Palmdale Retail Center Palm Springs CA",Palm Springs,-116.51,33.82
5924-40339,Rancho Vista & Lowes Drive,39570 Lowes Drive Palmdale CA,Palmdale,-118.14,34.6
76818-111371,Super Target Palmdale East ST-2350,38019 47th St E Palmdale CA,Palmdale,-118.04,34.58
25204-236912,47th Street East & Palmdale Blvd,"38135 47th Street East, Suite 605-38, Palmdale Shopping Center Palmdale CA",Palmdale,-118.05,34.58
9739-96736,Palmdale Blvd & 3rd,280 East Palmdale Blvd. Palmdale CA,Palmdale,-118.13,34.58
